rank,stadium,capacity,region,country,city,images,home_team,location
187.0,Kings Park Stadium,52000.0,Africa,South Africa,"Durban, KwaZulu-Natal",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Lamontville Golden Arrows, Cell C Durban Sharks","[-29.82480505, 31.0289735201]"
188.0,Newlands Stadium,51900.0,Africa,South Africa,"Cape Town, Western Cape",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[-33.9705226, 18.4685626255]"
189.0,Hampden Park,51866.0,Europe,Scotland,Glasgow,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Scotland national football team, Queen's Park","[55.82601405, -4.2519270725]"
190.0,Estadio Monumental de Maturín,51796.0,South America,Venezuela,Maturín,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Monagas Sport Club,"[9.7422774, -63.1888854]"
191.0,Loftus Versfeld Stadium,51762.0,Africa,South Africa,"Pretoria, Gauteng",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,SuperSport United and Vodacom Pretoria Bulls,"[-25.75323475, 28.2229327477]"
192.0,Aviva Stadium,51700.0,Europe,Ireland,Dublin,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Leinster Rugby, Republic of Ireland national football team, Ireland national rugby union team","[53.3352254, -6.228185079]"
193.0,Guiyang Olympic Sports Centre Stadium,51638.0,East Asia,China,"Guiyang, Guizhou",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[26.6206664, 106.605846725]"
194.0,Hohhot City Stadium,51632.0,East Asia,China,"Hohhot, Inner Mongolia",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[40.85113965, 111.6504625053]"
195.0,Rajamangala National Stadium,51552.0,Southeast Asia,Thailand,Bangkok,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Thailand national football team,"[13.75542905, 100.6221559457]"
196.0,Donbass Arena,51504.0,Europe,Ukraine,Donetsk,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[48.02110375, 37.8090531358]"
197.0,Estadio Presidente Juan Domingo Perón,51389.0,South America,Argentina,Avellaneda,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Racing Club de Avellaneda,"[-34.66756475, -58.3685047393]"
198.0,İzmir Atatürk Stadyumu,51295.0,West Asia,Turkey,İzmir,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Altay SK, Göztepe AŞ","[38.43498345, 27.17801135]"
199.0,Stadion Feijenoord,51117.0,Europe,Netherlands,Rotterdam,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Feyenoord,"[51.8938646, 4.52322813]"
200.0,Estadio BBVA,51000.0,North America,Mexico,Monterrey,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,CF Monterrey,"[25.66911025, -100.244355943]"
201.0,Ghadir Stadium,51000.0,West Asia,Iran,Ahvaz,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Foolad FC,"[31.3230637, 48.67932]"
202.0,Estádio José Pinheiro Borda,50942.0,South America,Brazil,Porto Alegre. Rio Grande do Sul,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,SC Internacional,"[-30.0654898, -51.2349177816]"
203.0,Ibrox Stadium,50817.0,Europe,Scotland,Glasgow,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Rangers FC,"[55.85322065, -4.3093239146]"
204.0,Shizuoka Stadium,50889.0,East Asia,Japan,"Fukuroi, Shizuoka",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Júbilo Iwata, Shimizu S-Pulse, Shizuoka Blue Revs","[34.74343045, 137.9707288954]"
205.0,Ernst-Happel-Stadion,50865.0,Europe,Austria,Vienna,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Austria national football team,"[48.20718935, 16.4209170657]"
206.0,Huntington Bank Stadium,50805.0,North America,United States,Minneapolis,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Minnesota Golden Gophers football,"[44.97653965, -93.2231906825]"
207.0,Estadio Cuauhtémoc,50754.0,North America,Mexico,Puebla,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Puebla FC,"[19.07798325, -98.1643375101]"
208.0,Friends Arena,50653.0,Europe,Sweden,Solna,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Sweden national football team, AIK Fotboll","[59.37250385, 18.0016672389]"
209.0,Ülker Stadyumu,50509.0,West Asia,Turkey,Istanbul,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Fenerbahçe,"[40.98758065, 29.0369772993]"
210.0,Stanford Stadium,50424.0,North America,United States,"Palo Alto, California",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[37.43453005, -122.1611629673]"
211.0,Stade Pierre-Mauroy,50186.0,Europe,France,Villeneuve-d'Ascq,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Lille OSC,"[50.61190435, 3.1305079515]"
212.0,Stade Roi Baudouin,50122.0,Europe,Belgium,Brussels,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Belgium national football team,"[50.89572205, 4.3341279219]"
213.0,Shaanxi Province Stadium,50100.0,East Asia,China,"Xi'an, Shaanxi",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[34.23405415, 108.9365825799]"
214.0,Ajinomoto Stadium,50100.0,East Asia,Japan,"Chofu, Tokyo",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"FC Tokyo, Tokyo Verdy, Tokyo Sungoliath, Toshiba Brave Lupus Tokyo","[35.66418645, 139.5270751782]"
215.0,Estádio José Alvalade,50095.0,Europe,Portugal,Lisbon,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Sporting CP,"[38.7612164, -9.1607831347]"
216.0,Estádio do Dragão,50033.0,Europe,Portugal,Porto,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,FC Porto,"[41.16182355, -8.5837491985]"
217.0,Casa de Apostas Arena Fonte Nova,50025.0,South America,Brazil,"Salvador, Bahia",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,EC Bahia,"[-12.97888575, -38.503482173]"
218.0,Stade Olympique de Sousse,50000.0,Africa,Tunisia,Sousse,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Étoile du Sahel,"[35.82349385, 10.6135121336]"
219.0,RheinEnergieSTADION,50000.0,Europe,Germany,Cologne,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,1. FC Köln,"[50.9335055, 6.8751167403]"
220.0,Harbin Sports City Centre Stadium,50000.0,East Asia,China,"Harbin, Heilongjiang",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[45.7593633, 126.6276177]"
221.0,Greenfield International Stadium,50000.0,South Asia,India,Trivandrum,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[8.5714901, 76.8844034693]"
222.0,EMS Stadium,50000.0,South Asia,India,Kozhikode,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"India national football team, Gokulam Kerala FC","[11.2563999, 75.7856251492]"
223.0,KD Singh Babu Stadium,50000.0,South Asia,India,Lucknow,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[26.8539449, 80.9368084]"
224.0,Eden Park,50000.0,Oceania,New Zealand,Auckland,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Auckland Blues, New Zealand Warriors","[-36.8750352, 174.7440567127]"
225.0,Estádio 11 de Novembro,50000.0,Africa,Angola,Luanda,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Angola national football team, Primeiro de Agosto, Petro Luanda","[-8.96992095, 13.2835310847]"
226.0,Henan Provincial Stadium,50000.0,East Asia,China,"Zhengzhou, Henan",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[34.83750225, 113.6228539023]"
227.0,Jiangxi Olympic Sports Center,50000.0,East Asia,China,"Nanchang, Jiangxi",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[28.687547, 115.8540042]"
228.0,Max-Morlock-Stadion,50000.0,Europe,Germany,Nuremberg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,1. FC Nürnberg,"[49.42625695, 11.1256705957]"
229.0,June 11 Stadium,50000.0,Africa,Libya,Tripoli,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Libya, Al-Ahly SC, Al-Ittihad Tripoli, Al-Madina SC","[32.85990575, 13.1359000473]"
230.0,Xinjiang Sports Centre Stadium,50000.0,East Asia,China,"Urumqi, Xinjiang",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[43.419754, 87.319461]"
231.0,Kim Il-sung Stadium,50000.0,East Asia,North Korea,Pyongyang,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Pyongyang City Sports Club,"[39.04385845, 125.7577377209]"
232.0,EDION Stadium Hiroshima,50000.0,East Asia,Japan,Hiroshima,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Sanfrecce Hiroshima,"[34.4407675, 132.3932182807]"
233.0,Pars Shiraz Stadium,50000.0,West Asia,Iran,Shiraz,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Fajr Sepasi Shiraz FC,"[29.6060218, 52.5378041]"
234.0,Stade du 26 mars,50000.0,Africa,Mali,Bamako,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Stade Malien,"[12.6043766, -7.9217373945]"
235.0,Stade Abdoulaye Wade,50000.0,Africa,Senegal,Dakar,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Senegal national football team,"[14.73275715, -17.2014923439]"
236.0,Sultan Mizan Zainal Abidin Stadium,50000.0,Southeast Asia,Malaysia,Kuala Terengganu,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Terengganu FA,"[5.36971345, 103.1056811603]"
237.0,Estadio Akron,49850.0,North America,Mexico,Guadalajara,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,C.D. Guadalajara,"[20.68177085, -103.4618463599]"
238.0,Levy Mwanawasa Stadium,49800.0,Africa,Zambia,Lusaka,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Zesco United,"[-12.97553125, 28.611226774]"
239.0,Fritz-Walter-Stadion,49780.0,Europe,Germany,Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,1. FC Kaiserslautern,"[49.4345765, 7.7766302916]"
240.0,Estadio José Amalfitani,49540.0,South America,Argentina,Buenos Aires,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,CA Vélez Sársfield,"[-34.6353382, -58.520678813]"
241.0,Camille Chamoun Sports City Stadium,49500.0,West Asia,Lebanon,Beirut,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Lebanon national football team, Al Ahed FC, Al Ansar FC, Nejmeh SC","[33.86707815, 35.4951176168]"
242.0,Miyagi Stadium,49133.0,East Asia,Japan,"Rifu, Miyagi",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Vegalta Sendai,"[38.3353606, 140.950456704]"
243.0,Incheon Munhak Stadium,49084.0,East Asia,South Korea,Incheon,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[37.4350773, 126.6907515569]"
244.0,Heinz-von-Heiden-Arena,49000.0,Europe,Germany,Hanover,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Hannover 96,"[52.36002595, 9.7310160501]"
245.0,Parc des Princes,48712.0,Europe,France,Paris,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Paris Saint-Germain,"[48.8413634, 2.2530693162]"
246.0,Stadium of Light,48707.0,Europe,England,"Sunderland, Tyne and Wear",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Sunderland AFC,"[54.9143953, -1.3882579326]"
247.0,Estadio Nacional,48665.0,South America,Chile,Santiago,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Chile national football team, CF Universidad de Chile","[-33.4623786, -70.6062119]"
248.0,Nelson Mandela Bay Stadium,48459.0,Africa,South Africa,"Port Elizabeth, Eastern Cape",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Chippa United FC,"[-33.93779205, 25.599408729]"
249.0,Estadio Tomás Adolfo Ducó,48314.0,South America,Argentina,Buenos Aires,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,CA Huracán,"[-34.64306605, -58.3967982639]"
250.0,Jinnah Sports Stadium,48200.0,South Asia,Pakistan,Islamabad,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Pakistan national football team,"[33.7004059, 73.0928603736]"
251.0,Estadio Libertadores de América,48069.0,South America,Argentina,Avellaneda,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Club Atlético Independiente,"[-34.6702227, -58.3710378089]"
252.0,Free State Stadium,48000.0,Africa,South Africa,"Bloemfontein, Free State",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Bloemfontein Celtic, Toyota Cheetahs","[-29.1172351, 26.208769567]"
253.0,Nagai Stadium,47816.0,East Asia,Japan,Osaka,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Cerezo Osaka, NTT DoCoMo Red Hurricanes Osaka","[34.61410635, 135.5185109724]"
254.0,Neo Química Arena,47605.0,South America,Brazil,"São Paulo, São Paulo",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Corinthians,"[-23.5452934, -46.4742864364]"
255.0,Rogers Centre,47568.0,North America,Canada,"Toronto, Ontario",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Toronto FC, Toronto Argonauts","[43.64165985, -79.3891976192]"
256.0,Estadio Monumental,47347.0,South America,Chile,Santiago,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Colo-Colo,"[-33.50643725, -70.6059468107]"
257.0,Stadio Artemio Franchi,47282.0,Europe,Italy,Florence,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,ACF Fiorentina,"[43.32168675, 11.3261789672]"
258.0,Estadio Ciudad de Lanús – Néstor Díaz Pérez,47027.0,South America,Argentina,Lanús,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,CA Lanús,"[-34.71765845, -58.3839561641]"
259.0,Estadio Metropolitano Roberto Meléndez,46788.0,South America,Colombia,Barranquilla,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Colombia national football team, Atlético Junior","[10.9269548, -74.8005111089]"
260.0,Estádio Olímpico Nilton Santos,46831.0,South America,Brazil,"Rio de Janeiro, Rio de Janeiro",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Botafogo FR,"[-22.893194, -43.2935690869]"
261.0,Itaipava Arena Pernambuco,46154.0,South America,Brazil,"São Lourenço da Mata, Pernambuco",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Náutico,"[-8.04072965, -35.0082334312]"
262.0,Arena MRV,46000.0,South America,Brazil,"Belo Horizonte, Minas Gerais",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,C Atlético Mineiro,"[-19.9300116, -44.013881302]"
263.0,Estádio Paulo Constantino,45954.0,South America,Brazil,"Presidente Prudente, São Paulo",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Grêmio Prudente,"[-22.098568, -51.4150621425]"
264.0,Estadio Atanasio Girardot,45739.0,South America,Colombia,Medellín,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Atlético Nacional, Independiente Medellín","[6.2568267, -75.5901467336]"
265.0,Estadio Ramón Sánchez Pizjuán,45500.0,Europe,Spain,Seville,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Sevilla FC,"[37.3840876, -5.9706309025]"
266.0,Adrar Stadium,45480.0,Africa,Morocco,Agadir,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Hassania Agadir,"[30.4274409, -9.5402539946]"
267.0,Lukoil Arena,45360.0,Europe,Russia,Moscow,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Spartak Moscow,"[55.81758845, 37.4406099279]"
268.0,Grand stade de Marrakech,45240.0,Africa,Morocco,Marrakesh,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Kawkab Marrakech,"[31.7070143, -7.980359]"
269.0,Mandela National Stadium,45202.0,Africa,Uganda,Kampala,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Uganda national football team,"[0.3177137, 32.5813539]"
270.0,Tarczyński Arena Wrocław,45105.0,Europe,Poland,Wrocław,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Śląsk Wrocław,"[51.14118615, 16.9438066875]"
271.0,Kazan Arena,45105.0,Europe,Russia,Kazan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Rubin Kazan,"[55.8231228, 49.1640243]"
272.0,Estadio Inca Garcilaso de la Vega,45056.0,South America,Peru,Cusco,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"CS Cienciano, Deportivo Garcilaso, Cusco FC","[-13.5255188, -71.9664760884]"
273.0,Estádio da Machava,45000.0,Africa,Mozambique,Maputo,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Mozambique national football team,"[-25.9174099, 32.5263788473]"
274.0,Stadion Gelora Bung Tomo,45000.0,Southeast Asia,Indonesia,"Surabaya, East Java",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Persebaya Surabaya,"[-7.2230647, 112.622833]"
275.0,Stadion Harapan Banga,45000.0,Southeast Asia,Indonesia,"Banda Aceh, Aceh",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Persiraja, Aceh United","[5.5528455, 95.3192908]"
276.0,Estadio General Pablo Rojas,45000.0,South America,Paraguay,Asunción,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Club Cerro Porteño,"[-25.2999926, -57.6376558181]"
277.0,Stade Mohammed V,45000.0,Africa,Morocco,Casablanca,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Wydad, Raja","[33.5945144, -7.6200284]"
278.0,Latakia Sports City Stadium,45000.0,West Asia,Syria,Latakia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[35.5200185, 35.7781044]"
279.0,Zibo Sports Centre Stadium,45000.0,East Asia,China,"Zibo, Shandong",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[36.8132476, 117.9828384209]"
280.0,Weifang Sports Centre Stadium,45000.0,East Asia,China,"Weifang, Shandong",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[36.72904755, 119.0630982788]"
281.0,Yantai Sports Park Stadium,45000.0,East Asia,China,"Yantai, Shandong",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[37.462892, 121.4535599361]"
