rank,stadium,capacity,region,country,city,images,home_team,location
282.0,Stadium Tuanku Abdul Rahman,45000.0,Southeast Asia,Malaysia,Seremban,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"ATM FA, Negeri Sembilan","[2.72623985, 101.9826176637]"
283.0,Stade du Complexe sportif de Fès,45000.0,Africa,Morocco,Fes,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Wydad de Fès, Maghreb de Fès","[34.00272, -4.9689618203]"
284.0,Lagos National Stadium,45000.0,Africa,Nigeria,Lagos,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Nigeria national football team,"[6.49714245, 3.3649880389]"
285.0,Egyptian Army Stadium,45000.0,Africa,Egypt,Suez,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[29.974498, 32.537086]"
286.0,Toyota Stadium,45000.0,East Asia,Japan,"Toyota City, Aichi",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Nagoya Grampus, Toyota Verblitz","[35.0845879, 137.1708735346]"
287.0,Zayed Sports City Stadium,45000.0,West Asia,United Arab Emirates,Abu Dhabi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[24.41612865, 54.4536300221]"
288.0,Red Bull Arena,44345.0,Europe,Germany,Leipzig,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,RB Leipzig,"[51.34570785, 12.348236087]"
289.0,Estádio Governador Alberto Tavares Silva,44200.0,South America,Brazil,Teresina,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"River AC, EC Flamengo, Piauí EC, SE Tiradentes, Auto EC","[-5.1161379, -42.7928719931]"
290.0,Estádio Universitário Pedro Pedrossian,44200.0,South America,Brazil,"Campo Grande, Mato Grosso do Sul",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"EC Comercial, Operário FC","[-20.4640173, -54.6162947]"
291.0,Ulsan Munsu Football Stadium,44102.0,East Asia,South Korea,Ulsan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Ulsan HD FC,"[35.53526295, 129.2594948509]"
292.0,Arena Pantanal,44097.0,South America,Brazil,"Cuiabá, Mato Grosso",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Cuiabá, Mixto EC","[-15.6040649, -56.12229889]"
293.0,Arena da Amazônia,44000.0,South America,Brazil,"Manaus, Amazonas",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Nacional FC,"[-3.0831132, -60.0280051849]"
294.0,Suwon World Cup Stadium,43959.0,East Asia,South Korea,Suwon,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Suwon Samsung Bluewings,"[37.2864084, 127.0368050204]"
295.0,Stadion Utama Riau,43923.0,Southeast Asia,Indonesia,"Pekanbaru, Riau",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,PSPS Pekanbaru,"[0.4834884, 101.3899056]"
296.0,Allianz Parque,43713.0,South America,Brazil,"São Paulo, São Paulo",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,SE Palmeiras,"[-23.52749715, -46.6785280781]"
297.0,Shandong Provincial Stadium,43700.0,East Asia,China,"Jinan, Shandong",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[36.64647655, 117.0057846225]"
298.0,Polsat Plus Arena Gdańsk,43615.0,Europe,Poland,Gdańsk,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Lechia Gdańsk,"[54.38991925, 18.6414870351]"
299.0,Estadio Pedro Bidegain,43494.0,South America,Argentina,Buenos Aires,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,CA San Lorenzo de Almagro,"[-34.6520812, -58.4400446644]"
300.0,Stadion Miejski w Poznaniu,43269.0,Europe,Poland,Poznań,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Lech Poznań, Warta Poznań","[52.4006632, 16.9197325918]"
301.0,Vasil Levski National Stadium,43230.0,Europe,Bulgaria,Sofia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Bulgaria national football team,"[42.6875707, 23.3352430586]"
302.0,Estadio Universidad San Marcos,43000.0,South America,Peru,Lima,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Deportivo Universidad San Marcos,"[-12.0621065, -77.0365256]"
303.0,Ullevi,43000.0,Europe,Sweden,Gothenburg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Sweden women's national football team,"[57.7059197, 11.9873275989]"
304.0,Jinzhou Binhai Sports Centre Stadium,43000.0,East Asia,China,Jinzhou,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[40.8723509, 121.0644040531]"
305.0,Estadio General Santander,42901.0,South America,Colombia,Cúcuta,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Cúcuta Deportivo,"[7.89466265, -72.5018525203]"
306.0,Villa Park,42682.0,Europe,England,"Birmingham, West Midlands",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Aston Villa,"[52.5091264, -1.8850354312]"
307.0,Perak Stadium,42500.0,Southeast Asia,Malaysia,Perak,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Perak FA,"[4.6094268, 101.1035452187]"
308.0,Jeonju World Cup Stadium,42477.0,East Asia,South Korea,Jeonju,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Jeonbuk Hyundai Motors FC,"[35.8678074, 127.0645890698]"
309.0,Ligga Arena,42372.0,South America,Brazil,"Curitiba, Paraná",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Athletico Paranaense,"[-25.44829025, -49.2769379717]"
310.0,Weserstadion,42358.0,Europe,Germany,Bremen,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,SV Werder Bremen,"[53.06644785, 8.8376718151]"
311.0,Denka Big Swan Stadium,42300.0,East Asia,Japan,"Niigata, Niigata",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Albirex Niigata,"[37.88257595, 139.0591584074]"
312.0,Estadio Olimpico Metropolitano de Mérida,42200.0,South America,Venezuela,Mérida,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Estudiantes de Mérida,"[8.55586575, -71.2179965253]"
313.0,Daejeon World Cup Stadium,42176.0,East Asia,South Korea,Daejeon,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Daejeon Citizen,"[36.36525335, 127.3251074229]"
314.0,Matmut ATLANTIQUE,42115.0,Europe,France,Bordeaux,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,FC Girondins de Bordeaux,"[44.89735695, -0.5616058309]"
315.0,Helsingin Olympiastadion,42062.0,Europe,Finland,Helsinki,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Finland national football team,"[60.1870012, 24.9272509368]"
316.0,Estádio Serra Dourada,42000.0,South America,Brazil,"Goiânia, Goiás",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Goiás Esporte Clube, Vila Nova, Atlético Goianiense","[-16.69906535, -49.2331877757]"
317.0,Estadio Deportivo Cali,42000.0,South America,Colombia,Cali,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Deportivo Cali,"[3.52168105, -76.4170625586]"
318.0,Estadio Modelo Alberto Spencer,42000.0,South America,Ecuador,Guayaquil,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Club Sport Patria, Club Deportivo Everest, Panamá Sporting Club, Rocafuerte Fútbol Club","[-2.1789233, -79.8943537672]"
319.0,Estádio do Zimpeto,42000.0,Africa,Mozambique,Maputo,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Mozambique national football team,"[-25.82765365, 32.5749811153]"
320.0,Chengdu Sports Centre Stadium,42000.0,East Asia,China,"Chengdu, Sichuan",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[30.7001324, 104.0708278]"
321.0,Royal Bafokeng Stadium,42000.0,Africa,South Africa,"Phokeng, North West",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[-25.57877625, 27.1609204498]"
322.0,Estadio Universitario,42000.0,North America,Mexico,San Nicolás de los Garza,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Tigres de la UANL,"[25.72260665, -100.3119862931]"
323.0,Estadio Brigadier General Estanislao López,42000.0,South America,Argentina,Santa Fe,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Club Atlético Colón,"[-31.6632166, -60.7252464548]"
324.0,Estadio Marcelo Bielsa,42000.0,South America,Argentina,Rosario,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Newell's Old Boys,"[-32.9561671, -60.661370864]"
325.0,Stade Geoffroy-Guichard,41965.0,Europe,France,Saint-Étienne,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,AS Saint-Étienne,"[45.46075665, 4.3900932074]"
326.0,Vodafone Park,41903.0,Europe,Turkey,Istanbul,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Beşiktaş J.K.,"[41.0766019, 29.052495]"
327.0,Peter Mokaba Stadium,41733.0,Africa,South Africa,Polokwane,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Polokwane City FC,"[-23.92480585, 29.467960091]"
328.0,Estadio Gigante de Arroyito,41654.0,South America,Argentina,Rosario,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Rosario Central,"[-32.91402295, -60.6744989877]"
329.0,Estadio Cachamay,41600.0,South America,Venezuela,Ciudad Guayana,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Atlético Club Mineros de Guayana, AC Minervén FC","[8.3126855, -62.6963395314]"
330.0,Estadio de Liga Deportiva Universitaria,41596.0,South America,Ecuador,Quito,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,LDU,"[-0.1077231, -78.4890768103]"
331.0,Allianz Stadium,41507.0,Europe,Italy,"Turin, Piedmont",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Juventus FC,"[45.10957585, 7.6421338003]"
332.0,Sapporo Dome,41484.0,East Asia,Japan,"Sapporo, Hokkaido",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Hokkaido Consadole Sapporo,"[43.0147798, 141.4097434427]"
333.0,Stamford Bridge,41663.0,Europe,England,London,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Chelsea,"[51.4816865, -0.1910351767]"
334.0,Goyang Stadium,41311.0,East Asia,South Korea,Goyang,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[37.6764849, 126.743153794]"
335.0,Estadio Hernando Siles,41143.0,South America,Bolivia,La Paz,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"La Paz FC, Club Bolívar, The Strongest","[-16.4994503, -68.122853236]"
336.0,Bingu National Stadium,41100.0,Africa,Malawi,Lilongwe,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Flames, Big Bullets FC","[-13.9438618, 33.7531969012]"
337.0,Mbombela Stadium,40929.0,Africa,South Africa,"Nelspruit, Mpumalanga",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[-25.4617294, 30.9296898975]"
338.0,Estadio José Pachencho Romero,40800.0,South America,Venezuela,Maracaibo,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Deportivo JBL del Zulia, Deportivo Rayo Zuliano","[10.6740483, -71.644999049]"
339.0,Stade Nelson Mandela,40784.0,Africa,Algeria,Algiers,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Algeria national football team,"[36.69394285, 3.1220307427]"
340.0,Kashima Football Stadium,40728.0,East Asia,Japan,"Kashima, Ibaraki",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Kashima Antlers,"[35.9920049, 140.6403678666]"
341.0,Baba Yara Stadium,40528.0,Africa,Ghana,Kumasi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Asante Kotoko, King Faisal Babes","[6.68217, -1.6050641736]"
342.0,Estádio Major Antônio Couto Pereira,40502.0,South America,Brazil,"Curitiba, Paraná",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Coritiba Foot Ball Club,"[-25.4214376, -49.2597566826]"
343.0,Stage Front Stadium,40500.0,Europe,Spain,Barcelona,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,RCD Espanyol,"[41.3478069, 2.0748019533]"
344.0,Estadio Metropolitano de fútbol de Lara,40312.0,South America,Venezuela,Barquisimeto,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Unión Lara,"[10.0774374, -69.3222293]"
345.0,Estadio Malvinas Argentinas,40268.0,South America,Argentina,Mendoza,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Godoy Cruz Antonio Tomba,"[-32.8896213, -68.8799004653]"
346.0,Stadion Lukas Enembe,40263.0,Southeast Asia,Indonesia,Nolokla,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Persipura Jayapura,"[-2.5789948, 140.5734833758]"
347.0,Gwangju World Cup Stadium,40245.0,East Asia,South Korea,Gwangju,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Gwangju FC,"[35.133695, 126.8749872074]"
348.0,Sân vận động Quốc gia Mỹ Đình,40192.0,Southeast Asia,Vietnam,Hanoi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Vietnam national football team,"[21.02050265, 105.7639271167]"
349.0,Goodison Park,40157.0,Europe,England,"Liverpool, North West",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Everton FC,"[53.43868975, -2.9664192835]"
350.0,Estádio Governador João Castelo,40149.0,South America,Brazil,"São Luís, Maranhão",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Sampaio Corrêa FC, Moto Club SL, Maranhão AC","[-2.54875695, -44.2609513387]"
351.0,Stade Miloud-Hadefi,40143.0,Africa,Algeria,Oran,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Algeria national football team, MC Oran","[35.72853115, -0.5494977815]"
352.0,Estadio Campeón del Siglo,40005.0,South America,Uruguay,Montevideo,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Club Atlético Peñarol,"[-34.79792835, -56.066255238]"
353.0,Metalist Stadium,40003.0,Europe,Ukraine,Kharkiv,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"FC Metalist Kharkiv, FC Shakhtar Donetsk","[49.980863, 36.2615759632]"
354.0,Al-Janoub Stadium,40000.0,West Asia,Qatar,Al-Wakrah,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[25.15970785, 51.5742271021]"
355.0,Al-Thumama Stadium,40000.0,West Asia,Qatar,Al-Thumama,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[25.2353106, 51.5329152492]"
356.0,Stade Ahmed-Zabana,40000.0,Africa,Algeria,Oran,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,MC Oran,"[35.683357, -0.6365156098]"
357.0,Stadion Batakan,40000.0,Southeast Asia,Indonesia,"Balikpapan, East Kalimantan",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Persiba Balikpapan,"[-1.2398711, 116.8593379]"
358.0,Stadion Gelora Joko Samudro,40000.0,Southeast Asia,Indonesia,"Gresik, East Java",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Gresik United,"[-5.79334655, 112.6598223201]"
359.0,Fisht Olympic Stadium,40000.0,Europe,Russia,Sochi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[43.5854823, 39.723109]"
360.0,Rentschler Field,40000.0,North America,United States,"East Hartford, Connecticut",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[41.7596149, -72.6188369052]"
361.0,Jawaharlal Nehru Stadium,40000.0,South Asia,India,Kochi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Kerala Blasters, India national football team","[9.9674277, 76.2454436]"
362.0,Hang Jebat Stadium,40000.0,Southeast Asia,Malaysia,Malacca,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Melaka United,"[2.28853045, 102.2330317208]"
363.0,Hong Kong Stadium,40000.0,East Asia,Hong Kong,So Kon Po,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,South China AA,"[22.27314255, 114.1886523093]"
364.0,Stadium Negeri Pulau Pinang,40000.0,Southeast Asia,Malaysia,Batu Kawan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Penang FA,"[5.2614822, 100.4363541347]"
365.0,Accra Sports Stadium,40000.0,Africa,Ghana,Accra,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Accra Hearts of Oak SC, Great Olympics","[5.5515153, -0.192335142]"
366.0,Sarawak Stadium,40000.0,Southeast Asia,Malaysia,Kuching,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Sarawak FA,"[1.58852325, 110.3593436303]"
367.0,Bogyoke Aung San Stadium,40000.0,Southeast Asia,Myanmar,Yangon,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Yangon United FC,"[16.7838408, 96.1606229155]"
368.0,Resonac Dome Ōita,40000.0,East Asia,Japan,Ōita,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Ōita Trinita,"[33.20078235, 131.6574852132]"
369.0,Stadium Darul Makmur,40000.0,Southeast Asia,Malaysia,Kuantan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Pahang FA,"[3.81538875, 103.3236608115]"
370.0,Khalifa International Stadium,40000.0,West Asia,Qatar,Doha,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Qatar national football team,"[25.26365305, 51.4492244658]"
371.0,Stade de l’Amitié sino-gabonaise,40000.0,Africa,Gabon,Libreville,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Gabon national football team,"[0.5218802, 9.392935905]"
372.0,Peoples Football Stadium,40000.0,South Asia,Pakistan,Karachi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Pakistan national football team,"[24.8582424, 66.9875836]"
373.0,JRD Tata Sports Complex Stadium,40000.0,South Asia,India,Jamshedpur,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,"Jamshedpur FC, Tata Football Academy","[22.80602985, 86.1935297085]"
374.0,Bao'an Stadium,40000.0,East Asia,China,"Shenzhen, Guangdong",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[22.5632358, 113.8764671]"
375.0,Kunming Tuodong Sports Centre Stadium,40000.0,East Asia,China,"Kunming, Yunnan",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,China national football team,"[25.0363006, 102.7086139]"
376.0,Taizhou Sports Centre Stadium,40000.0,East Asia,China,"Taizhou, Zhejiang",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[28.6496194, 121.3953789788]"
377.0,Wuhu Olympic Stadium,40000.0,East Asia,China,"Wuhu, Anhui",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[31.1800568, 118.2141777]"
378.0,Huizhou Olympic Stadium,40000.0,East Asia,China,"Huizhou, Guangdong",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,"[23.03555805, 114.4415201147]"
